vehicle_id,route_id,stop_id,timestamp,ticket_count,capacity,day_type,time_slot,occupancy_percentage,crowd_level
BUS_NGP_087,R_NGP_08,Dharampeth,26-01-2026 09:11,28,40,Weekday,Morning,70,MEDIUM
BUS_NGP_090,R_NGP_08,Law_College_Sq,26-01-2026 17:21,2,50,Weekday,Evening,4,LOW
BUS_NGP_146,R_NGP_21,MIHAN,18-01-2026 02:22,17,40,Weekend,Night,42,MEDIUM
BUS_NGP_171,R_NGP_12,Sakkardara,31-01-2026 00:41,23,40,Weekend,Night,57,MEDIUM
BUS_NGP_019,R_NGP_03,Zero_Mile,20-01-2026 20:15,5,40,Weekday,Evening,12,LOW
BUS_NGP_025,R_NGP_03,Sitabuldi,12-01-2026 09:42,33,55,Weekday,Morning,60,MEDIUM
BUS_NGP_029,R_NGP_08,Law_College_Sq,23-01-2026 05:01,0,55,Weekday,Night,0,LOW
BUS_NGP_052,R_NGP_08,Medical_Square,24-01-2026 23:47,14,60,Weekend,Night,23,LOW
BUS_NGP_056,R_NGP_21,MIHAN,17-01-2026 20:11,27,60,Weekend,Evening,45,MEDIUM
BUS_NGP_175,R_NGP_08,Medical_Square,19-01-2026 08:02,30,40,Weekday,Morning,75,HIGH
BUS_NGP_136,R_NGP_12,Sitabuldi,14-01-2026 08:00,38,45,Weekday,Morning,84,HIGH
BUS_NGP_055,R_NGP_12,Sakkardara,22-01-2026 17:04,10,45,Weekday,Evening,22,LOW
BUS_NGP_114,R_NGP_21,Wardha_Road,24-01-2026 05:06,15,55,Weekend,Night,27,LOW
BUS_NGP_070,R_NGP_21,Hingna,01-01-2026 20:13,11,50,Weekday,Evening,22,LOW
BUS_NGP_138,R_NGP_12,Manewada,19-01-2026 14:10,4,45,Weekday,Afternoon,8,LOW
BUS_NGP_148,R_NGP_03,Sitabuldi,16-01-2026 22:02,33,50,Weekday,Night,66,MEDIUM
BUS_NGP_065,R_NGP_21,Wardha_Road,21-01-2026 06:28,0,40,Weekday,Morning,0,LOW
BUS_NGP_138,R_NGP_08,Law_College_Sq,07-01-2026 23:48,0,55,Weekday,Night,0,LOW
BUS_NGP_168,R_NGP_21,Hingna,11-01-2026 02:26,31,45,Weekend,Night,68,MEDIUM
BUS_NGP_168,R_NGP_12,Manewada,05-01-2026 13:43,28,40,Weekday,Afternoon,70,MEDIUM
BUS_NGP_189,R_NGP_21,Wadi,21-01-2026 13:58,9,45,Weekday,Afternoon,20,LOW
BUS_NGP_056,R_NGP_08,Ajni,05-01-2026 04:25,17,45,Weekday,Night,37,LOW
BUS_NGP_104,R_NGP_12,Manewada,13-01-2026 23:01,28,50,Weekday,Night,56,MEDIUM
BUS_NGP_190,R_NGP_08,Medical_Square,28-01-2026 19:16,26,40,Weekday,Evening,65,MEDIUM
BUS_NGP_034,R_NGP_12,Reshimbagh,24-01-2026 03:38,39,60,Weekend,Night,65,MEDIUM
BUS_NGP_096,R_NGP_21,Wadi,16-01-2026 06:11,27,50,Weekday,Morning,54,MEDIUM
BUS_NGP_150,R_NGP_08,Dharampeth,08-01-2026 12:50,3,40,Weekday,Afternoon,7,LOW
BUS_NGP_162,R_NGP_12,Manewada,22-01-2026 05:27,30,45,Weekday,Night,66,MEDIUM
BUS_NGP_157,R_NGP_12,Manewada,25-01-2026 01:35,11,45,Weekend,Night,24,LOW
BUS_NGP_023,R_NGP_21,Wardha_Road,01-01-2026 20:35,26,60,Weekday,Evening,43,MEDIUM
BUS_NGP_128,R_NGP_12,Sakkardara,02-01-2026 04:46,33,50,Weekday,Night,66,MEDIUM
BUS_NGP_138,R_NGP_12,Sitabuldi,03-01-2026 19:41,43,55,Weekend,Evening,78,HIGH
BUS_NGP_180,R_NGP_08,Dharampeth,23-01-2026 23:06,4,40,Weekday,Night,10,LOW
BUS_NGP_158,R_NGP_03,Sitabuldi,29-01-2026 09:06,58,60,Weekday,Morning,96,HIGH
BUS_NGP_195,R_NGP_03,Sitabuldi,17-01-2026 23:49,17,55,Weekend,Night,30,LOW
BUS_NGP_166,R_NGP_21,Wadi,11-01-2026 09:20,52,60,Weekend,Morning,86,HIGH
BUS_NGP_071,R_NGP_21,Wadi,30-01-2026 19:05,39,60,Weekday,Evening,65,MEDIUM
BUS_NGP_101,R_NGP_08,Dharampeth,15-01-2026 06:54,16,45,Weekday,Morning,35,LOW
BUS_NGP_005,R_NGP_03,Ajni,25-01-2026 02:13,22,45,Weekend,Night,48,MEDIUM
BUS_NGP_183,R_NGP_03,Sadar,02-01-2026 13:51,4,55,Weekday,Afternoon,7,LOW
BUS_NGP_072,R_NGP_08,Law_College_Sq,09-01-2026 07:56,13,50,Weekday,Morning,26,LOW
BUS_NGP_026,R_NGP_12,Reshimbagh,20-01-2026 01:06,9,40,Weekday,Night,22,LOW
BUS_NGP_163,R_NGP_08,Medical_Square,25-01-2026 23:00,0,55,Weekend,Night,0,LOW
BUS_NGP_075,R_NGP_21,Wadi,07-01-2026 13:09,14,45,Weekday,Afternoon,31,LOW
BUS_NGP_147,R_NGP_08,Medical_Square,21-01-2026 14:55,9,55,Weekday,Afternoon,16,LOW
BUS_NGP_104,R_NGP_12,Sitabuldi,18-01-2026 02:57,20,60,Weekend,Night,33,LOW
BUS_NGP_148,R_NGP_12,Reshimbagh,27-01-2026 21:09,34,60,Weekday,Night,56,MEDIUM
BUS_NGP_108,R_NGP_12,Sakkardara,10-01-2026 19:23,29,45,Weekend,Evening,64,MEDIUM
BUS_NGP_145,R_NGP_12,Reshimbagh,17-01-2026 17:09,6,50,Weekend,Evening,12,LOW
BUS_NGP_017,R_NGP_08,Ajni,29-01-2026 20:42,8,40,Weekday,Evening,20,LOW
BUS_NGP_118,R_NGP_21,Hingna,26-01-2026 06:44,32,50,Weekday,Morning,64,MEDIUM
BUS_NGP_145,R_NGP_08,Law_College_Sq,02-01-2026 01:54,17,45,Weekday,Night,37,LOW
BUS_NGP_178,R_NGP_03,Sitabuldi,04-01-2026 18:35,47,55,Weekend,Evening,85,HIGH
BUS_NGP_101,R_NGP_08,Law_College_Sq,24-01-2026 09:54,25,40,Weekend,Morning,62,MEDIUM
BUS_NGP_088,R_NGP_21,Wardha_Road,13-01-2026 02:58,38,55,Weekday,Night,69,MEDIUM
BUS_NGP_169,R_NGP_03,Sitabuldi,21-01-2026 18:53,43,55,Weekday,Evening,78,HIGH
BUS_NGP_022,R_NGP_12,Manewada,01-01-2026 21:21,38,60,Weekday,Night,63,MEDIUM
BUS_NGP_165,R_NGP_12,Manewada,07-01-2026 08:42,39,60,Weekday,Morning,65,MEDIUM
BUS_NGP_118,R_NGP_08,Law_College_Sq,20-01-2026 19:31,35,55,Weekday,Evening,63,MEDIUM
BUS_NGP_147,R_NGP_08,Medical_Square,09-01-2026 06:29,36,55,Weekday,Morning,65,MEDIUM
BUS_NGP_149,R_NGP_12,Reshimbagh,13-01-2026 06:57,11,45,Weekday,Morning,24,LOW
BUS_NGP_013,R_NGP_12,Reshimbagh,06-01-2026 05:29,18,60,Weekday,Night,30,LOW
BUS_NGP_011,R_NGP_03,Zero_Mile,02-01-2026 23:56,10,55,Weekday,Night,18,LOW
BUS_NGP_135,R_NGP_12,Manewada,06-01-2026 06:28,2,40,Weekday,Morning,5,LOW
BUS_NGP_148,R_NGP_12,Manewada,10-01-2026 01:55,17,60,Weekend,Night,28,LOW
BUS_NGP_180,R_NGP_12,Manewada,27-01-2026 11:17,8,50,Weekday,Afternoon,16,LOW
BUS_NGP_107,R_NGP_12,Reshimbagh,23-01-2026 14:12,4,45,Weekday,Afternoon,8,LOW
BUS_NGP_026,R_NGP_03,Zero_Mile,28-01-2026 13:05,1,40,Weekday,Afternoon,2,LOW
BUS_NGP_078,R_NGP_08,Ajni,17-01-2026 23:39,11,55,Weekend,Night,20,LOW
BUS_NGP_077,R_NGP_08,Ajni,24-01-2026 19:48,39,40,Weekend,Evening,97,HIGH
BUS_NGP_060,R_NGP_03,Zero_Mile,12-01-2026 15:56,3,60,Weekday,Afternoon,5,LOW
BUS_NGP_001,R_NGP_21,Hingna,08-01-2026 14:25,24,60,Weekday,Afternoon,40,MEDIUM
BUS_NGP_078,R_NGP_03,Sitabuldi,01-01-2026 05:40,2,45,Weekday,Night,4,LOW
BUS_NGP_057,R_NGP_08,Dharampeth,12-01-2026 11:37,10,55,Weekday,Afternoon,18,LOW
BUS_NGP_097,R_NGP_08,Ajni,09-01-2026 06:46,33,55,Weekday,Morning,60,MEDIUM
BUS_NGP_024,R_NGP_08,Medical_Square,29-01-2026 19:16,45,45,Weekday,Evening,100,HIGH
BUS_NGP_200,R_NGP_08,Law_College_Sq,20-01-2026 13:49,32,50,Weekday,Afternoon,64,MEDIUM
BUS_NGP_038,R_NGP_08,Law_College_Sq,24-01-2026 08:29,33,55,Weekend,Morning,60,MEDIUM
BUS_NGP_113,R_NGP_03,Sadar,09-01-2026 14:17,6,45,Weekday,Afternoon,13,LOW
BUS_NGP_133,R_NGP_03,Sadar,14-01-2026 14:47,23,50,Weekday,Afternoon,46,MEDIUM
BUS_NGP_013,R_NGP_21,Wardha_Road,09-01-2026 14:00,13,45,Weekday,Afternoon,28,LOW
BUS_NGP_078,R_NGP_12,Manewada,13-01-2026 03:12,5,55,Weekday,Night,9,LOW
BUS_NGP_085,R_NGP_03,Zero_Mile,13-01-2026 17:47,31,45,Weekday,Evening,68,MEDIUM
BUS_NGP_037,R_NGP_12,Sitabuldi,22-01-2026 01:57,14,60,Weekday,Night,23,LOW
BUS_NGP_079,R_NGP_12,Manewada,29-01-2026 13:09,4,45,Weekday,Afternoon,8,LOW
BUS_NGP_200,R_NGP_08,Ajni,29-01-2026 02:00,14,50,Weekday,Night,28,LOW
BUS_NGP_053,R_NGP_12,Reshimbagh,28-01-2026 21:45,28,45,Weekday,Night,62,MEDIUM
BUS_NGP_038,R_NGP_08,Medical_Square,04-01-2026 13:58,12,45,Weekend,Afternoon,26,LOW
BUS_NGP_082,R_NGP_12,Manewada,10-01-2026 05:16,5,45,Weekend,Night,11,LOW
BUS_NGP_109,R_NGP_03,Ajni,11-01-2026 03:27,12,40,Weekend,Night,30,LOW
BUS_NGP_044,R_NGP_08,Dharampeth,14-01-2026 10:13,38,55,Weekday,Morning,69,MEDIUM
BUS_NGP_033,R_NGP_12,Reshimbagh,11-01-2026 14:10,6,50,Weekend,Afternoon,12,LOW
BUS_NGP_151,R_NGP_03,Ajni,23-01-2026 23:20,22,60,Weekday,Night,36,LOW
BUS_NGP_188,R_NGP_12,Sitabuldi,14-01-2026 22:52,31,50,Weekday,Night,62,MEDIUM
BUS_NGP_099,R_NGP_08,Medical_Square,14-01-2026 06:15,0,60,Weekday,Morning,0,LOW
BUS_NGP_070,R_NGP_12,Manewada,12-01-2026 16:55,25,55,Weekday,Evening,45,MEDIUM
BUS_NGP_138,R_NGP_08,Law_College_Sq,14-01-2026 09:21,46,55,Weekday,Morning,83,HIGH
BUS_NGP_104,R_NGP_08,Ajni,03-01-2026 08:39,31,45,Weekend,Morning,68,MEDIUM
BUS_NGP_198,R_NGP_08,Dharampeth,15-01-2026 16:03,33,60,Weekday,Evening,55,MEDIUM
BUS_NGP_058,R_NGP_08,Ajni,18-01-2026 21:52,3,50,Weekend,Night,6,LOW
BUS_NGP_083,R_NGP_21,Hingna,16-01-2026 23:32,27,50,Weekday,Night,54,MEDIUM
BUS_NGP_003,R_NGP_03,Ajni,02-01-2026 16:56,11,40,Weekday,Evening,27,LOW
BUS_NGP_117,R_NGP_21,Wadi,31-01-2026 05:00,9,40,Weekend,Night,22,LOW
BUS_NGP_112,R_NGP_12,Manewada,28-01-2026 00:27,0,40,Weekday,Night,0,LOW
BUS_NGP_023,R_NGP_12,Reshimbagh,07-01-2026 00:13,30,45,Weekday,Night,66,MEDIUM
BUS_NGP_171,R_NGP_12,Sakkardara,26-01-2026 02:01,8,50,Weekday,Night,16,LOW
BUS_NGP_004,R_NGP_21,Wardha_Road,27-01-2026 21:42,15,40,Weekday,Night,37,LOW
BUS_NGP_159,R_NGP_03,Sitabuldi,08-01-2026 05:42,20,40,Weekday,Night,50,MEDIUM
BUS_NGP_012,R_NGP_03,Sadar,23-01-2026 15:03,35,55,Weekday,Afternoon,63,MEDIUM
BUS_NGP_096,R_NGP_12,Manewada,27-01-2026 17:18,26,45,Weekday,Evening,57,MEDIUM
BUS_NGP_145,R_NGP_21,Wardha_Road,20-01-2026 20:56,26,45,Weekday,Evening,57,MEDIUM
BUS_NGP_174,R_NGP_08,Medical_Square,17-01-2026 10:31,13,45,Weekend,Morning,28,LOW
BUS_NGP_045,R_NGP_12,Sitabuldi,09-01-2026 15:37,27,55,Weekday,Afternoon,49,MEDIUM
BUS_NGP_048,R_NGP_08,Ajni,17-01-2026 23:47,17,60,Weekend,Night,28,LOW
BUS_NGP_134,R_NGP_12,Manewada,23-01-2026 06:40,11,40,Weekday,Morning,27,LOW
BUS_NGP_147,R_NGP_08,Medical_Square,22-01-2026 03:51,6,45,Weekday,Night,13,LOW
BUS_NGP_147,R_NGP_21,MIHAN,17-01-2026 14:27,4,40,Weekend,Afternoon,10,LOW
BUS_NGP_157,R_NGP_21,Wadi,29-01-2026 10:33,26,50,Weekday,Morning,52,MEDIUM
BUS_NGP_199,R_NGP_21,Wardha_Road,18-01-2026 00:24,15,40,Weekend,Night,37,LOW
BUS_NGP_080,R_NGP_08,Law_College_Sq,08-01-2026 21:59,0,40,Weekday,Night,0,LOW
BUS_NGP_148,R_NGP_03,Ajni,25-01-2026 01:32,35,55,Weekend,Night,63,MEDIUM
BUS_NGP_164,R_NGP_03,Zero_Mile,12-01-2026 08:24,28,45,Weekday,Morning,62,MEDIUM
BUS_NGP_179,R_NGP_21,Hingna,27-01-2026 22:46,23,40,Weekday,Night,57,MEDIUM
BUS_NGP_144,R_NGP_03,Sadar,16-01-2026 00:21,7,55,Weekday,Night,12,LOW
BUS_NGP_040,R_NGP_21,MIHAN,02-01-2026 21:13,35,55,Weekday,Night,63,MEDIUM
BUS_NGP_038,R_NGP_03,Zero_Mile,25-01-2026 07:26,35,50,Weekend,Morning,70,MEDIUM
BUS_NGP_140,R_NGP_12,Reshimbagh,07-01-2026 20:03,30,55,Weekday,Evening,54,MEDIUM
BUS_NGP_043,R_NGP_03,Zero_Mile,17-01-2026 13:37,15,55,Weekend,Afternoon,27,LOW
BUS_NGP_176,R_NGP_21,Wadi,15-01-2026 07:05,10,50,Weekday,Morning,20,LOW
BUS_NGP_124,R_NGP_08,Dharampeth,16-01-2026 14:36,15,40,Weekday,Afternoon,37,LOW
BUS_NGP_015,R_NGP_12,Reshimbagh,02-01-2026 05:46,28,60,Weekday,Night,46,MEDIUM
BUS_NGP_036,R_NGP_12,Sitabuldi,15-01-2026 17:36,18,50,Weekday,Evening,36,LOW
BUS_NGP_105,R_NGP_03,Sitabuldi,02-01-2026 21:29,4,40,Weekday,Night,10,LOW
BUS_NGP_165,R_NGP_03,Zero_Mile,16-01-2026 21:24,4,50,Weekday,Night,8,LOW
BUS_NGP_177,R_NGP_08,Dharampeth,12-01-2026 16:19,6,45,Weekday,Evening,13,LOW
BUS_NGP_024,R_NGP_21,Hingna,11-01-2026 03:57,28,40,Weekend,Night,70,MEDIUM
BUS_NGP_021,R_NGP_21,Hingna,22-01-2026 06:45,14,55,Weekday,Morning,25,LOW
BUS_NGP_043,R_NGP_12,Sitabuldi,24-01-2026 23:42,17,50,Weekend,Night,34,LOW
BUS_NGP_177,R_NGP_21,Wardha_Road,22-01-2026 10:31,22,45,Weekday,Morning,48,MEDIUM
BUS_NGP_041,R_NGP_12,Sakkardara,30-01-2026 10:24,3,40,Weekday,Morning,7,LOW
BUS_NGP_063,R_NGP_12,Sitabuldi,07-01-2026 07:30,16,55,Weekday,Morning,29,LOW
BUS_NGP_169,R_NGP_08,Medical_Square,27-01-2026 08:00,37,50,Weekday,Morning,74,MEDIUM
BUS_NGP_153,R_NGP_08,Medical_Square,04-01-2026 01:53,3,40,Weekend,Night,7,LOW
BUS_NGP_180,R_NGP_03,Zero_Mile,08-01-2026 12:19,25,45,Weekday,Afternoon,55,MEDIUM
BUS_NGP_148,R_NGP_08,Ajni,26-01-2026 09:45,36,45,Weekday,Morning,80,HIGH
BUS_NGP_101,R_NGP_21,Wardha_Road,28-01-2026 20:53,18,40,Weekday,Evening,45,MEDIUM
BUS_NGP_005,R_NGP_12,Reshimbagh,28-01-2026 12:10,13,40,Weekday,Afternoon,32,LOW
BUS_NGP_140,R_NGP_21,Wardha_Road,05-01-2026 07:49,25,50,Weekday,Morning,50,MEDIUM
BUS_NGP_098,R_NGP_08,Ajni,12-01-2026 22:55,10,45,Weekday,Night,22,LOW
BUS_NGP_009,R_NGP_08,Medical_Square,12-01-2026 21:55,7,50,Weekday,Night,14,LOW
BUS_NGP_024,R_NGP_21,Wardha_Road,16-01-2026 21:32,13,60,Weekday,Night,21,LOW
BUS_NGP_167,R_NGP_08,Law_College_Sq,24-01-2026 23:12,24,50,Weekend,Night,48,MEDIUM
BUS_NGP_074,R_NGP_03,Ajni,12-01-2026 13:25,13,50,Weekday,Afternoon,26,LOW
BUS_NGP_050,R_NGP_12,Manewada,01-01-2026 16:51,0,55,Weekday,Evening,0,LOW
BUS_NGP_124,R_NGP_21,Wardha_Road,07-01-2026 21:10,10,45,Weekday,Night,22,LOW
BUS_NGP_189,R_NGP_12,Sitabuldi,22-01-2026 18:44,46,50,Weekday,Evening,92,HIGH
BUS_NGP_173,R_NGP_21,Wadi,02-01-2026 04:06,17,40,Weekday,Night,42,MEDIUM
BUS_NGP_054,R_NGP_03,Sitabuldi,09-01-2026 03:51,19,60,Weekday,Night,31,LOW
BUS_NGP_027,R_NGP_08,Dharampeth,02-01-2026 07:16,28,40,Weekday,Morning,70,MEDIUM
BUS_NGP_044,R_NGP_08,Medical_Square,09-01-2026 04:31,30,50,Weekday,Night,60,MEDIUM
BUS_NGP_030,R_NGP_21,Hingna,25-01-2026 17:31,15,50,Weekend,Evening,30,LOW
BUS_NGP_016,R_NGP_08,Dharampeth,17-01-2026 19:18,37,55,Weekend,Evening,67,MEDIUM
BUS_NGP_099,R_NGP_12,Reshimbagh,23-01-2026 18:46,36,55,Weekday,Evening,65,MEDIUM
BUS_NGP_104,R_NGP_03,Ajni,20-01-2026 01:22,2,50,Weekday,Night,4,LOW
BUS_NGP_150,R_NGP_08,Law_College_Sq,28-01-2026 15:54,26,55,Weekday,Afternoon,47,MEDIUM
BUS_NGP_173,R_NGP_08,Ajni,04-01-2026 23:23,21,50,Weekend,Night,42,MEDIUM
BUS_NGP_198,R_NGP_21,Hingna,25-01-2026 03:53,3,50,Weekend,Night,6,LOW
BUS_NGP_155,R_NGP_21,MIHAN,06-01-2026 07:01,34,60,Weekday,Morning,56,MEDIUM
BUS_NGP_065,R_NGP_12,Reshimbagh,12-01-2026 22:07,21,55,Weekday,Night,38,LOW
BUS_NGP_015,R_NGP_12,Sakkardara,21-01-2026 00:27,26,45,Weekday,Night,57,MEDIUM
BUS_NGP_016,R_NGP_21,Wadi,12-01-2026 19:07,48,50,Weekday,Evening,96,HIGH
BUS_NGP_012,R_NGP_03,Sadar,26-01-2026 23:46,9,40,Weekday,Night,22,LOW
BUS_NGP_067,R_NGP_08,Dharampeth,29-01-2026 04:11,29,45,Weekday,Night,64,MEDIUM
BUS_NGP_056,R_NGP_12,Sakkardara,24-01-2026 11:01,9,40,Weekend,Afternoon,22,LOW
BUS_NGP_090,R_NGP_21,Wadi,06-01-2026 05:52,19,50,Weekday,Night,38,LOW
BUS_NGP_104,R_NGP_12,Manewada,29-01-2026 11:16,25,40,Weekday,Afternoon,62,MEDIUM
BUS_NGP_138,R_NGP_03,Sitabuldi,22-01-2026 08:57,28,45,Weekday,Morning,62,MEDIUM
BUS_NGP_142,R_NGP_08,Law_College_Sq,06-01-2026 04:49,25,60,Weekday,Night,41,MEDIUM
BUS_NGP_035,R_NGP_12,Sitabuldi,09-01-2026 23:38,31,45,Weekday,Night,68,MEDIUM
BUS_NGP_178,R_NGP_21,MIHAN,02-01-2026 17:27,28,45,Weekday,Evening,62,MEDIUM
BUS_NGP_135,R_NGP_03,Ajni,11-01-2026 00:56,23,60,Weekend,Night,38,LOW
BUS_NGP_113,R_NGP_21,MIHAN,13-01-2026 19:39,32,50,Weekday,Evening,64,MEDIUM
BUS_NGP_006,R_NGP_08,Medical_Square,25-01-2026 08:15,53,60,Weekend,Morning,88,HIGH
BUS_NGP_144,R_NGP_21,Wardha_Road,18-01-2026 23:58,11,55,Weekend,Night,20,LOW
BUS_NGP_167,R_NGP_21,Wadi,09-01-2026 10:44,32,60,Weekday,Morning,53,MEDIUM
BUS_NGP_089,R_NGP_03,Zero_Mile,15-01-2026 01:47,28,45,Weekday,Night,62,MEDIUM
BUS_NGP_039,R_NGP_21,MIHAN,15-01-2026 03:13,31,45,Weekday,Night,68,MEDIUM
BUS_NGP_136,R_NGP_12,Sakkardara,23-01-2026 10:56,13,50,Weekday,Morning,26,LOW
BUS_NGP_045,R_NGP_21,Hingna,04-01-2026 12:24,4,60,Weekend,Afternoon,6,LOW
BUS_NGP_125,R_NGP_08,Ajni,10-01-2026 05:54,19,45,Weekend,Night,42,MEDIUM
BUS_NGP_037,R_NGP_12,Sakkardara,17-01-2026 03:12,2,45,Weekend,Night,4,LOW
BUS_NGP_055,R_NGP_03,Ajni,09-01-2026 14:52,1,45,Weekday,Afternoon,2,LOW
BUS_NGP_181,R_NGP_21,Wardha_Road,24-01-2026 08:20,26,40,Weekend,Morning,65,MEDIUM
BUS_NGP_018,R_NGP_21,Wadi,10-01-2026 07:26,26,50,Weekend,Morning,52,MEDIUM
BUS_NGP_122,R_NGP_21,MIHAN,03-01-2026 20:41,4,45,Weekend,Evening,8,LOW
BUS_NGP_042,R_NGP_12,Manewada,07-01-2026 06:40,33,50,Weekday,Morning,66,MEDIUM
BUS_NGP_094,R_NGP_21,Wadi,24-01-2026 08:50,51,60,Weekend,Morning,85,HIGH
BUS_NGP_200,R_NGP_08,Law_College_Sq,03-01-2026 10:01,15,40,Weekend,Morning,37,LOW
BUS_NGP_180,R_NGP_03,Ajni,04-01-2026 01:25,25,60,Weekend,Night,41,MEDIUM
BUS_NGP_096,R_NGP_12,Reshimbagh,22-01-2026 12:20,8,50,Weekday,Afternoon,16,LOW
BUS_NGP_084,R_NGP_21,Wadi,31-01-2026 02:02,20,45,Weekend,Night,44,MEDIUM
BUS_NGP_131,R_NGP_21,Hingna,16-01-2026 16:10,29,50,Weekday,Evening,57,MEDIUM
BUS_NGP_086,R_NGP_08,Ajni,16-01-2026 13:14,31,55,Weekday,Afternoon,56,MEDIUM
BUS_NGP_086,R_NGP_08,Dharampeth,03-01-2026 06:03,2,55,Weekend,Morning,3,LOW
BUS_NGP_038,R_NGP_21,MIHAN,04-01-2026 01:11,9,45,Weekend,Night,20,LOW
BUS_NGP_172,R_NGP_12,Sakkardara,03-01-2026 12:42,30,45,Weekend,Afternoon,66,MEDIUM
BUS_NGP_055,R_NGP_12,Sakkardara,26-01-2026 04:20,2,60,Weekday,Night,3,LOW
BUS_NGP_008,R_NGP_03,Sadar,08-01-2026 08:53,32,40,Weekday,Morning,80,HIGH
BUS_NGP_132,R_NGP_21,Hingna,23-01-2026 15:43,17,55,Weekday,Afternoon,30,LOW
BUS_NGP_031,R_NGP_08,Medical_Square,10-01-2026 14:18,11,40,Weekend,Afternoon,27,LOW
BUS_NGP_023,R_NGP_08,Dharampeth,30-01-2026 04:19,30,50,Weekday,Night,60,MEDIUM
BUS_NGP_107,R_NGP_03,Sitabuldi,11-01-2026 17:18,26,40,Weekend,Evening,65,MEDIUM
BUS_NGP_088,R_NGP_08,Law_College_Sq,12-01-2026 02:18,3,40,Weekday,Night,7,LOW
BUS_NGP_154,R_NGP_12,Sakkardara,26-01-2026 13:05,18,60,Weekday,Afternoon,30,LOW
BUS_NGP_006,R_NGP_12,Sakkardara,13-01-2026 20:03,26,50,Weekday,Evening,52,MEDIUM
BUS_NGP_132,R_NGP_12,Reshimbagh,14-01-2026 14:27,16,60,Weekday,Afternoon,26,LOW
BUS_NGP_097,R_NGP_03,Ajni,10-01-2026 22:39,13,55,Weekend,Night,23,LOW
BUS_NGP_187,R_NGP_12,Sitabuldi,18-01-2026 05:50,21,55,Weekend,Night,38,LOW
BUS_NGP_113,R_NGP_08,Law_College_Sq,27-01-2026 22:49,26,40,Weekday,Night,65,MEDIUM
BUS_NGP_090,R_NGP_03,Sitabuldi,18-01-2026 21:20,12,40,Weekend,Night,30,LOW
BUS_NGP_043,R_NGP_12,Sitabuldi,26-01-2026 20:09,28,55,Weekday,Evening,50,MEDIUM
BUS_NGP_055,R_NGP_08,Dharampeth,02-01-2026 18:09,33,50,Weekday,Evening,66,MEDIUM
BUS_NGP_089,R_NGP_12,Sakkardara,04-01-2026 15:30,31,45,Weekend,Afternoon,68,MEDIUM
BUS_NGP_095,R_NGP_21,MIHAN,23-01-2026 19:35,36,40,Weekday,Evening,90,HIGH
BUS_NGP_128,R_NGP_03,Ajni,18-01-2026 02:02,20,40,Weekend,Night,50,MEDIUM
BUS_NGP_026,R_NGP_03,Sitabuldi,11-01-2026 02:05,9,40,Weekend,Night,22,LOW
BUS_NGP_084,R_NGP_03,Sadar,18-01-2026 12:00,11,60,Weekend,Afternoon,18,LOW
BUS_NGP_062,R_NGP_03,Sitabuldi,10-01-2026 03:44,21,50,Weekend,Night,42,MEDIUM
BUS_NGP_064,R_NGP_03,Sadar,03-01-2026 21:06,20,60,Weekend,Night,33,LOW
BUS_NGP_166,R_NGP_21,Hingna,09-01-2026 16:33,6,40,Weekday,Evening,15,LOW
BUS_NGP_114,R_NGP_21,Hingna,11-01-2026 09:00,46,50,Weekend,Morning,92,HIGH
BUS_NGP_040,R_NGP_12,Sitabuldi,05-01-2026 07:56,15,45,Weekday,Morning,33,LOW
BUS_NGP_194,R_NGP_08,Ajni,10-01-2026 06:53,18,60,Weekend,Morning,30,LOW
BUS_NGP_017,R_NGP_08,Ajni,26-01-2026 09:33,36,45,Weekday,Morning,80,HIGH
BUS_NGP_107,R_NGP_03,Sitabuldi,10-01-2026 15:06,18,55,Weekend,Afternoon,32,LOW
BUS_NGP_054,R_NGP_03,Sadar,21-01-2026 04:15,34,55,Weekday,Night,61,MEDIUM
BUS_NGP_037,R_NGP_12,Manewada,06-01-2026 16:22,12,40,Weekday,Evening,30,LOW
BUS_NGP_141,R_NGP_03,Sadar,22-01-2026 03:37,29,60,Weekday,Night,48,MEDIUM
BUS_NGP_022,R_NGP_12,Reshimbagh,15-01-2026 00:30,6,50,Weekday,Night,12,LOW
BUS_NGP_119,R_NGP_08,Dharampeth,03-01-2026 14:30,18,45,Weekend,Afternoon,40,MEDIUM
BUS_NGP_103,R_NGP_21,MIHAN,26-01-2026 10:40,16,60,Weekday,Morning,26,LOW
BUS_NGP_193,R_NGP_21,Wardha_Road,19-01-2026 06:03,1,55,Weekday,Morning,1,LOW
BUS_NGP_022,R_NGP_21,Wadi,22-01-2026 19:59,34,40,Weekday,Evening,85,HIGH
BUS_NGP_160,R_NGP_08,Dharampeth,30-01-2026 11:47,22,55,Weekday,Afternoon,40,MEDIUM
BUS_NGP_064,R_NGP_03,Ajni,07-01-2026 05:55,16,60,Weekday,Night,26,LOW
BUS_NGP_110,R_NGP_12,Reshimbagh,21-01-2026 13:27,26,50,Weekday,Afternoon,52,MEDIUM
BUS_NGP_007,R_NGP_21,Wardha_Road,22-01-2026 13:48,27,50,Weekday,Afternoon,54,MEDIUM
BUS_NGP_055,R_NGP_08,Dharampeth,09-01-2026 01:39,4,40,Weekday,Night,10,LOW
BUS_NGP_184,R_NGP_12,Reshimbagh,26-01-2026 03:42,8,45,Weekday,Night,17,LOW
